admissionRate,mathSat,englishSat,overallCost,graduateCount,femaleProportion,entryAge,dependentProportion,povertyRate,firstGenerationProportion,asianPreportion,blackPreportion,whitePreportion,hispanicPreportion,nativePreportion,endowment,facultySalary,studentExpendature,studentRevenue,studentCount,medianIncome,housingCost,tuitionCost,overallPrice,pellGrantReceivers,federalLoanReceivers,debtAmount,lenders,sixYearEarnings,schoolName,id
0.7235,620.0,585.0,26131.0,4586.0,0.5833,19.0,0.9641868512,4.38000011444091,0.170937108,0.1369,0.0522,0.7148,0.0391,0.0008,1957793296.0,13406.0,19538.0,17801.0,18707.0,84189.0,13742.0,36880.0,18313.0,0.2809688581,0.4471,24572.0,0.9328719723,59828.0,University of Delaware,
0.6363,640.0,580.0,71341.0,8263.0,0.5507,20.0,0.9250681199,5.28000020980835,0.1903064861,0.0753,0.0376,0.6813,0.0665,0.0125,1039771673.0,11193.0,16310.0,30315.0,5771.0,78120.0,14674.0,54819.0,32618.0,0.3957765668,0.3353,21844.0,0.8930517711,54037.0,University of Denver,
0.9324,580.0,517.0,38881.0,2303.0,0.6541,23.0,0.7062146893,10.1599998474121,0.2871198569,0.0547,0.074,0.6592,0.0289,0.0032,93964422.0,9815.0,13579.0,25540.0,2385.0,64142.0,10240.0,30154.0,17121.0,0.4882970137,0.4273,23250.0,0.9047619048,59357.0,University of Detroit Mercy,
0.7643,,,47628.0,407.0,0.4178,22.0,0.7755834829,6.84000015258789,0.3612204724,0.0275,0.0183,0.9266,0.0092,0.0,238864151.0,5974.0,10713.0,22267.0,1582.0,58943.0,10300.0,36010.0,26800.0,0.6651705566,0.7233,25750.0,0.9407540395,43424.0,University of Dubuque,
0.7495,575.0,535.0,52225.0,282.0,0.6107,20.0,0.919127086,6.38999986648559,0.2745901639,0.0403,0.0067,0.5168,0.0134,0.0,169948415.0,8679.0,12395.0,14885.0,1554.0,61532.0,13420.0,39806.0,20340.0,0.4775353017,0.4302,24606.0,0.8998716303,45138.0,University of Evansville,
0.3013,700.0,620.0,21295.0,20905.0,0.5635,21.0,0.8499140524,8.72999954223632,0.3076658251,0.1417,0.0416,0.6425,0.0866,0.0019,2375793000.0,12317.0,15912.0,8246.0,34044.0,60120.0,10400.0,28659.0,3679.0,0.6673828964,0.1449,15000.0,0.6570691878,54871.0,University of Florida,
0.3998,680.0,610.0,27510.0,9952.0,0.5795,20.0,0.9354796321,7.26999998092651,0.1815059082,0.0888,0.0537,0.7043,0.0261,0.0021,1818866444.0,11794.0,9089.0,11450.0,30032.0,71225.0,10452.0,31108.0,14995.0,0.5067017083,0.2663,18500.0,0.8344283837,52437.0,University of Georgia,
0.7879,580.0,,59070.0,1914.0,0.5487,20.0,0.9157372986,5.73000001907348,0.2869217082,0.0529,0.0412,0.6765,0.0441,0.0,232738000.0,7819.0,14379.0,18012.0,3915.0,82221.0,13353.0,44885.0,29932.0,0.4547707559,0.6322,27000.0,0.9553903346,41345.0,University of Hartford,
0.9217,540.0,,20727.0,480.0,0.6498,24.0,0.6899563319,10.079999923706,0.3655063291,0.2967,0.011,0.5275,0.022,0.0055,348967.0,10873.0,16118.0,7133.0,2630.0,59308.0,8248.0,20798.0,13259.0,0.7525473071,0.3253,20500.0,0.6710334789,37197.0,University of Hawaii at Hilo,
0.6998,580.0,515.0,23192.0,4978.0,0.6021,22.0,0.757156048,7.19999980926513,0.3384306844,0.298,0.0111,0.5051,0.0206,0.0024,55724730.0,12905.0,22581.0,11441.0,13839.0,71646.0,13642.0,34218.0,13430.0,0.6225761773,0.2907,18500.0,0.7403047091,44651.0,University of Hawaii at Manoa,
0.9462,520.0,,16758.0,,0.6522,27.0,0.4338118022,7.28000020980835,0.4253597122,0.2471,0.0941,0.3882,0.0471,0.0235,288979.0,10225.0,11799.0,5404.0,2651.0,74812.0,,20544.0,12423.0,0.7551834131,0.2383,14500.0,0.6124401914,42865.0,University of Hawaii-West Oahu,
0.9108,600.0,,49252.0,544.0,0.6496,21.0,0.8194842407,6.13999986648559,0.2242424242,0.1026,0.0256,0.7179,0.0641,0.0,165339232.0,9416.0,19678.0,33711.0,254.0,64533.0,13700.0,30708.0,34371.0,0.4498567335,0.9263,17755.0,0.9570200573,122881.0,University of Health Sciences and Pharmacy in St. Louis,
0.75,,,23846.0,355.0,0.8377,25.0,0.4782608696,13.5900001525878,0.4898876404,0.0435,0.1159,0.7391,0.058,0.0,29818394.0,7604.0,10425.0,16537.0,530.0,52742.0,8957.0,15280.0,16353.0,0.6343873518,0.5089,26995.0,0.9229249012,43718.0,University of Holy Cross,
0.6552,620.0,,24014.0,8450.0,0.5133,22.0,0.751793722,9.92000007629394,0.4049271339,0.2064,0.0524,0.5798,0.0918,0.0012,1235974639.0,12476.0,7873.0,9758.0,37553.0,68874.0,9962.0,21891.0,13798.0,0.7043348281,0.3033,18194.0,0.7302690583,51697.0,University of Houston,
0.9119,535.0,,27188.0,2515.0,0.6415,27.0,0.3841973244,8.75,0.4821073559,0.1802,0.0636,0.5795,0.0883,0.0,38663636.0,9556.0,7199.0,8076.0,6747.0,67975.0,9881.0,20994.0,15502.0,0.756270903,0.2902,17831.0,0.6308528428,50983.0,University of Houston-Clear Lake,
0.9484,,,21607.0,1465.0,0.6356,26.0,0.4391288161,13.4300003051757,0.5270877691,0.1885,0.0929,0.5109,0.1284,0.0027,62538740.0,8642.0,5424.0,6160.0,13515.0,59551.0,,17524.0,13100.0,0.7935591958,0.2989,18750.0,0.6275130305,44155.0,University of Houston-Downtown,
0.5335,,,21013.0,1152.0,0.6526,26.0,0.4664179104,10.0,0.4573304158,0.2121,0.0682,0.4621,0.1439,0.0,23070394.0,9010.0,8036.0,7680.0,2956.0,60679.0,9882.0,17291.0,10872.0,0.7754975124,0.4002,18973.0,0.7773631841,43023.0,University of Houston-Victoria,
0.8138,545.0,500.0,21553.0,2672.0,0.5088,21.0,0.8305084746,8.27000045776367,0.3178761062,0.0721,0.0138,0.796,0.0307,0.0046,373800913.0,9870.0,11230.0,10423.0,6861.0,54125.0,9610.0,27576.0,12019.0,0.6493851778,0.3624,21982.0,0.8497839814,41951.0,University of Idaho,
0.7785,,490.0,46267.0,1262.0,0.6381,21.0,0.8291647003,6.05000019073486,0.3181126332,0.0539,0.037,0.8519,0.037,0.0,136739291.0,7756.0,9549.0,15533.0,3954.0,63891.0,11400.0,33520.0,21411.0,0.5304388863,0.5734,26864.0,0.9221330816,43343.0,University of Indianapolis,
0.8621,615.0,,25376.0,8301.0,0.5578,20.0,0.8745147151,5.36999988555908,0.2231285357,0.1226,0.0242,0.6557,0.0445,0.0018,3112825000.0,11887.0,14373.0,14898.0,21198.0,63769.0,11780.0,31905.0,19443.0,0.4131496556,0.4109,22500.0,0.9014402004,51999.0,University of Iowa,
0.7579,515.0,,36031.0,258.0,0.4304,20.0,0.9140271493,8.07999992370605,0.2822966507,0.0,0.0,0.9359,0.0,0.0,45386661.0,6645.0,10360.0,9815.0,992.0,51493.0,8316.0,23498.0,20087.0,0.4298642534,0.7029,27000.0,0.9615384615,46556.0,University of Jamestown,
0.925,605.0,,25021.0,7622.0,0.532,21.0,0.8504744414,5.23999977111816,0.2222402072,0.1219,0.0353,0.688,0.0395,0.0042,2398680411.0,10474.0,20162.0,12941.0,18427.0,70891.0,9900.0,28034.0,18709.0,0.4788797062,0.3759,21000.0,0.8939393939,49482.0,University of Kansas,
0.9401,605.0,550.0,30672.0,8490.0,0.5693,20.0,0.8869565217,9.0600004196167,0.2336008857,0.1225,0.0391,0.7032,0.0327,0.0011,1863781454.0,10967.0,11957.0,12811.0,21358.0,59287.0,14000.0,31608.0,18268.0,0.4816864295,0.3644,22500.0,0.8898550725,45429.0,University of Kentucky,
0.7194,503.0,510.0,60612.0,2510.0,0.6034,26.0,0.4877365102,10.7100000381469,0.5062086093,0.0968,0.0553,0.5207,0.1613,0.0,146560560.0,9284.0,9461.0,19968.0,3686.0,67082.0,14470.0,45850.0,21605.0,0.6436580238,0.5784,23500.0,0.8258584443,53283.0,University of La Verne,
0.7835,551.0,,22737.0,2525.0,0.5783,21.0,0.8059221658,15.4799995422363,0.3848580442,0.1076,0.0581,0.7413,0.0407,0.0015,171397760.0,8363.0,8676.0,10080.0,12612.0,47090.0,11784.0,24074.0,12642.0,0.6133671743,0.425,22902.0,0.8145516074,38254.0,University of Louisiana at Lafayette,
0.6989,630.0,495.0,21829.0,1990.0,0.6629,21.0,0.8107916223,17.0699996948242,0.3800852383,0.0701,0.0762,0.8079,0.0305,0.003,41746794.0,7535.0,6175.0,8334.0,5376.0,43063.0,9390.0,21158.0,10950.0,0.7007454739,0.3889,21500.0,0.821086262,36263.0,University of Louisiana at Monroe,
0.7469,580.0,530.0,28984.0,6506.0,0.5452,21.0,0.7987284287,8.75,0.3043478261,0.1335,0.064,0.7126,0.0309,0.0011,958704000.0,8177.0,14246.0,12518.0,13815.0,59042.0,9852.0,28716.0,17744.0,0.5676657584,0.3236,20500.0,0.8030881017,43229.0,University of Louisville,
0.9687,,485.0,55718.0,913.0,0.6159,20.0,0.9121338912,5.92999982833862,0.3015184382,0.027,0.0054,0.9405,0.0108,0.0,146838070.0,8026.0,10948.0,16675.0,1614.0,73876.0,12490.0,33500.0,24265.0,0.440376569,0.6438,27000.0,0.9550209205,42815.0,University of Lynchburg,
,,,17335.0,48.0,0.7086,29.0,0.3385661957,8.85000038146972,0.5086009174,0.0103,0.0,0.9278,0.0103,0.0,9335000.0,7380.0,8365.0,5823.0,3020.0,48750.0,8200.0,19238.0,9889.0,0.7346938776,0.3426,22734.0,0.7535321821,33268.0,University of Maine at Augusta,
0.9669,,,22999.0,298.0,0.6833,20.0,0.9064748201,7.6100001335144,0.3243823845,0.0182,0.0091,0.9091,0.0091,0.0091,18042000.0,7595.0,13288.0,6103.0,1380.0,55400.0,10336.0,20780.0,13863.0,0.5817060637,0.5856,24499.0,0.9136690647,34296.0,University of Maine at Farmington,
0.9988,,430.0,16444.0,,0.7181,25.0,0.553602812,9.03999996185302,0.4291187739,0.0,0.0357,0.8214,0.0,0.0,5149000.0,6895.0,7165.0,6099.0,784.0,44056.0,9120.0,12915.0,9214.0,0.611599297,0.2252,20160.0,0.8435852373,44092.0,University of Maine at Fort Kent,
0.9988,,,16470.0,17.0,0.6592,22.0,0.7714285714,9.72999954223632,0.3671171171,0.0571,0.0,0.8286,0.0286,0.0,1523000.0,7532.0,7682.0,4348.0,983.0,42576.0,9010.0,12905.0,9266.0,0.7081632653,0.3349,16000.0,0.7897959184,30170.0,University of Maine at Presque Isle,
0.7879,,508.0,31444.0,1215.0,0.5895,22.0,0.7693079238,9.35999965667724,0.1786833856,0.0126,0.0,0.9057,0.0126,0.0,68726392.0,8008.0,7610.0,17446.0,2185.0,50623.0,7990.0,20290.0,18859.0,0.3510531595,0.514,24000.0,0.9518555667,47666.0,University of Mary,
0.9934,525.0,480.0,44214.0,508.0,0.6499,22.0,0.7791834388,8.03999996185302,0.3244084682,0.0698,0.0523,0.7907,0.0291,0.0058,117597212.0,8021.0,9991.0,20482.0,3176.0,62566.0,9500.0,31500.0,29986.0,0.5888441633,0.6916,26000.0,0.9097182289,45766.0,University of Mary Hardin-Baylor,
0.8192,590.0,545.0,28642.0,296.0,0.6454,21.0,0.8506039415,4.17000007629394,0.2479892761,0.1281,0.0413,0.7645,0.0537,0.0,70933493.0,8634.0,8508.0,6244.0,3624.0,83782.0,12090.0,30256.0,22547.0,0.396058487,0.3867,20500.0,0.9059122695,46923.0,University of Mary Washington,
0.819,,405.0,23095.0,573.0,0.5421,20.0,0.8803801006,9.47999954223632,0.3575063613,0.1878,0.3944,0.3192,0.0235,0.0,58520053.0,8890.0,16732.0,4547.0,1758.0,66039.0,10085.0,19343.0,11662.0,0.740078256,0.5205,27000.0,0.8697596423,34443.0,University of Maryland Eastern Shore,
0.9286,,,30522.0,4561.0,0.6705,32.0,0.0897894319,,0.499765808,0.0816,0.0918,0.551,0.1224,0.0,0.0,9402.0,4067.0,14888.0,5019.0,,,12480.0,26340.0,0.6193881605,0.3284,24276.0,0.8188319428,52290.0,University of Massachusetts Global,
0.2849,695.0,630.0,69206.0,7007.0,0.5347,20.0,0.8820326679,7.82000017166137,0.2009592326,0.1278,0.0409,0.5125,0.2316,0.0007,1393436637.0,13336.0,29931.0,34840.0,11928.0,71124.0,15980.0,54760.0,30742.0,0.4559891107,0.2548,17500.0,0.8484573503,60672.0,University of Miami,
0.6877,595.0,515.0,21531.0,1976.0,0.4617,23.0,0.7336589031,8.73999977111816,0.3818103818,0.2407,0.043,0.5759,0.043,0.0,77387000.0,10728.0,10417.0,12619.0,6193.0,67620.0,,28048.0,11905.0,0.7392937641,0.4007,22500.0,0.7528174305,48168.0,University of Michigan-Dearborn,
0.7386,555.0,495.0,21703.0,1423.0,0.6423,25.0,0.579171506,7.76000022888183,0.3679401993,0.0965,0.0656,0.7645,0.0116,0.0154,149520000.0,9666.0,9915.0,12631.0,4372.0,64807.0,11594.0,24974.0,13218.0,0.6593108788,0.4508,25000.0,0.8660472319,43975.0,University of Michigan-Flint,
0.7323,715.0,630.0,27508.0,16167.0,0.5397,20.0,0.8883532588,5.32000017166137,0.1865601991,0.1275,0.0262,0.6442,0.0322,0.0052,5155556365.0,12430.0,15808.0,13965.0,30734.0,70741.0,10934.0,33818.0,17419.0,0.4156382568,0.3174,19500.0,0.8768800617,54565.0,University of Minnesota-Twin Cities,
0.8966,558.0,,25492.0,5111.0,0.5765,21.0,0.8385549872,12.1700000762939,0.2350269179,0.0873,0.0748,0.7041,0.0284,0.0022,859480995.0,9521.0,16409.0,12399.0,15994.0,53374.0,11142.0,25886.0,12454.0,0.5562659847,0.3506,20000.0,0.8625319693,42109.0,University of Mississippi,
,,,,,,21.0,0.8385549872,12.1700000762939,0.2350269179,,,,,,,,,,,53374.0,,,,0.5562659847,,20000.0,0.8625319693,42109.0,University of Mississippi Medical Center,
0.7598,668.0,,22643.0,5305.0,0.5917,23.0,0.702781457,7.3600001335144,0.3370424597,0.1139,0.0527,0.7058,0.0425,0.0017,207703910.0,9584.0,12634.0,13079.0,6762.0,63187.0,11992.0,26235.0,13296.0,0.6055629139,0.2681,18750.0,0.8362913907,45269.0,University of Missouri-Kansas City,
0.6409,,,37823.0,257.0,0.6565,23.0,0.6732804233,12.4899997711181,0.3242857143,0.0141,0.0282,0.9296,0.0141,0.0,20155794.0,5411.0,6500.0,9788.0,1112.0,51833.0,10088.0,24855.0,18986.0,0.6468253968,0.488,26500.0,0.9259259259,36729.0,University of Mobile,
0.9009,540.0,528.0,26709.0,410.0,0.6392,21.0,0.8561576355,9.34000015258789,0.3252375924,0.0429,0.0857,0.8429,0.0143,0.0071,31054586.0,7518.0,12702.0,9324.0,2184.0,59047.0,9936.0,26730.0,17348.0,0.6216748768,0.5247,24000.0,0.8748768473,34038.0,University of Montevallo,
0.8258,540.0,,33560.0,203.0,0.6467,30.0,0.3105986261,10.6700000762939,0.4325068871,0.082,0.0328,0.8361,0.0164,0.0,41704376.0,6666.0,3624.0,10381.0,1891.0,51727.0,9170.0,22618.0,17474.0,0.6849852797,0.6196,27209.0,0.8699705594,40910.0,University of Mount Olive,
0.7974,555.0,,45175.0,242.0,0.4874,19.0,0.9807135969,5.84000015258789,0.2249240122,0.0355,0.0426,0.8652,0.0,0.0071,173640000.0,7429.0,9683.0,15129.0,1865.0,61044.0,10900.0,33400.0,22836.0,0.4387656702,0.7916,27000.0,0.9604628737,45726.0,University of Mount Union,
0.9032,512.0,,23361.0,1848.0,0.6246,21.0,0.8210526316,7.13999986648559,0.343830666,0.0788,0.0152,0.8303,0.0333,0.003,76760458.0,7927.0,9990.0,6540.0,4289.0,51335.0,11080.0,14238.0,16611.0,0.5344497608,0.4066,19500.0,0.823923445,41956.0,University of Nebraska at Kearney,
0.8725,,498.0,19834.0,3131.0,0.5541,22.0,0.7652068127,5.3600001335144,0.3478655767,0.0878,0.0407,0.6976,0.0553,0.0098,118626971.0,8506.0,9643.0,7881.0,12010.0,66043.0,10414.0,21718.0,13452.0,0.5881995134,0.3168,19000.0,0.7433090024,44022.0,University of Nebraska at Omaha,
,,,,2814.0,0.8719,25.0,0.5483359746,6.46999979019165,0.2671118531,0.1476,0.0228,0.7324,0.029,0.0028,425543011.0,9347.0,59648.0,22434.0,913.0,57605.0,,,,0.3692551506,0.4917,15000.0,0.8985736926,64185.0,University of Nebraska Medical Center,
0.8107,600.0,,24616.0,4879.0,0.4948,20.0,0.9326439753,5.94000005722045,0.220236292,0.1221,0.0176,0.6985,0.0488,0.0017,1358276089.0,11481.0,11981.0,10602.0,19448.0,60976.0,11920.0,27002.0,16764.0,0.4549763033,0.3475,21000.0,0.8637081718,45872.0,University of Nebraska-Lincoln,
0.8999,,515.0,57631.0,2971.0,0.6915,20.0,0.9168458781,5.84000015258789,0.2207307979,0.0359,0.003,0.8952,0.009,0.003,50079209.0,8953.0,11013.0,24230.0,2224.0,64934.0,15650.0,39820.0,35936.0,0.3003584229,0.4485,25250.0,0.9799283154,51246.0,University of New England,
0.9413,585.0,520.0,58684.0,2490.0,0.5646,20.0,0.9062633149,5.48000001907348,0.285648785,0.1475,0.0738,0.7172,0.0574,0.0,94617538.0,10779.0,10728.0,19270.0,4970.0,77310.0,17930.0,42898.0,33109.0,0.4013634427,0.8548,27000.0,0.9642096293,49240.0,University of New Haven,
0.8058,565.0,,21169.0,1445.0,0.5129,22.0,0.7441676552,14.0,0.406360424,0.0714,0.2289,0.6337,0.0275,0.0,25820739.0,8320.0,6295.0,8803.0,5629.0,51940.0,11496.0,13908.0,11548.0,0.7026492685,0.3418,18750.0,0.7674970344,37624.0,University of New Orleans,
0.8997,,,21507.0,2442.0,0.6364,21.0,0.8320433437,11.0699996948242,0.36326024,0.0379,0.069,0.7862,0.031,0.0034,50431808.0,8567.0,8346.0,7620.0,5165.0,48189.0,7966.0,20220.0,12631.0,0.6617647059,0.4218,22077.0,0.8513931889,37535.0,University of North Alabama,
0.8163,595.0,560.0,20515.0,,0.5704,22.0,0.7813095995,7.94000005722046,0.2183984116,0.0332,0.0379,0.7441,0.0474,0.0,70397151.0,8105.0,9067.0,6248.0,3084.0,56376.0,10248.0,24667.0,13069.0,0.5950413223,0.4306,20500.0,0.8302606484,35474.0,University of North Carolina at Asheville,
0.204,635.0,645.0,24498.0,11796.0,0.6037,20.0,0.9183104631,7.01000022888183,0.1993713516,0.0971,0.0579,0.6337,0.0465,0.0029,5166499366.0,12654.0,27674.0,14228.0,19722.0,66893.0,11882.0,36891.0,13263.0,0.5137221269,0.1946,14000.0,0.6929674099,52831.0,University of North Carolina at Chapel Hill,
0.7945,615.0,515.0,23364.0,6332.0,0.4752,22.0,0.8102320048,6.76999998092651,0.2840072549,0.1233,0.0904,0.6676,0.0411,0.0,299096548.0,9839.0,9155.0,7937.0,23708.0,65762.0,12895.0,20622.0,16873.0,0.6117390442,0.4522,21500.0,0.845131866,44858.0,University of North Carolina at Charlotte,
0.9084,570.0,490.0,19181.0,3860.0,0.6685,22.0,0.7750835086,7.53999996185302,0.3127645051,0.0768,0.0835,0.7016,0.0479,0.0,394717536.0,8669.0,10407.0,6017.0,14889.0,60658.0,9686.0,22627.0,11110.0,0.6771000866,0.5195,22858.0,0.8438698503,38795.0,University of North Carolina at Greensboro,
0.9184,495.0,430.0,17316.0,2001.0,0.6237,22.0,0.751933189,13.3500003814697,0.3656313302,0.0755,0.0692,0.7201,0.0472,0.0597,32759600.0,7482.0,6292.0,3220.0,6179.0,49520.0,10684.0,7495.0,11160.0,0.757191463,0.5275,25000.0,0.8527683266,35126.0,University of North Carolina at Pembroke,
0.2975,628.0,540.0,22045.0,181.0,0.6107,20.0,0.9279778393,6.51999998092651,,0.0197,0.0526,0.8421,0.0066,0.0,121774566.0,7533.0,22094.0,15018.0,935.0,68862.0,11502.0,26175.0,13097.0,0.4653739612,0.5141,23870.0,0.9113573407,30390.0,University of North Carolina School of the Arts,
0.6798,630.0,570.0,25235.0,3542.0,0.6507,22.0,0.7371202114,7.73000001907348,0.2589784517,0.0408,0.0408,0.7224,0.0539,0.0039,142918881.0,8630.0,8761.0,6525.0,14161.0,62176.0,11346.0,21303.0,19999.0,0.531232308,0.3859,19500.0,0.8607284393,44324.0,University of North Carolina Wilmington,
0.8903,610.0,,23529.0,4054.0,0.439,22.0,0.7940791197,7.34000015258789,0.191217343,0.0479,0.0155,0.6732,0.0042,0.0155,345548000.0,9136.0,17790.0,15459.0,8998.0,56722.0,9922.0,15037.0,17424.0,0.3607545193,0.4511,22057.0,0.930573749,51369.0,University of North Dakota,
0.7749,540.0,545.0,16874.0,2427.0,0.5708,22.0,0.7092310733,7.11999988555908,0.31708351,0.1078,0.0446,0.723,0.0372,0.0,141106152.0,8235.0,6289.0,5103.0,13862.0,62628.0,9956.0,20793.0,7159.0,0.6143506622,0.2505,15531.0,0.7560782763,44219.0,University of North Florida,
0.8116,555.0,,17196.0,829.0,0.5646,21.0,0.8212379936,6.78000020980835,0.3404130658,0.0766,0.0432,0.7479,0.046,0.0028,86577527.0,7003.0,4995.0,4773.0,16515.0,68510.0,11620.0,15560.0,10623.0,0.632470651,0.2383,17750.0,0.6430096051,39951.0,University of North Georgia,
0.8142,555.0,,22558.0,9851.0,0.5394,22.0,0.7849326931,7.21000003814697,0.347966205,0.1878,0.0545,0.6038,0.0726,0.0,273651514.0,10650.0,6091.0,10041.0,32590.0,72891.0,10158.0,20906.0,12006.0,0.6256002519,0.4074,19250.0,0.8319294655,45431.0,University of North Texas,
,,,,2472.0,,,,9.28999996185302,,0.1938,0.0554,0.5398,0.1176,0.0104,115575244.0,,34145.0,12945.0,,63070.0,,,,,,,,,University of North Texas Health Science Center,
0.9113,535.0,,24783.0,2991.0,0.6762,21.0,0.8252796953,5.5,0.35173132,0.0404,0.0119,0.7648,0.0475,0.0048,113678094.0,7865.0,8948.0,9464.0,6683.0,72445.0,12152.0,23785.0,16075.0,0.5496310402,0.399,20470.0,0.854796477,41450.0,University of Northern Colorado,
0.8579,550.0,455.0,20990.0,1250.0,0.6106,20.0,0.8961038961,5.80999994277954,0.2248966691,0.0919,0.0269,0.8139,0.0269,0.0,176366296.0,8407.0,10254.0,5993.0,7812.0,56117.0,9160.0,19753.0,14017.0,0.4503710575,0.4943,19691.0,0.9141929499,44621.0,University of Northern Iowa,
,,,23526.0,54.0,0.1526,21.0,0.8396974063,6.94000005722046,0.4414168937,0.0108,0.0108,0.9677,0.0,0.0108,,5321.0,4965.0,11584.0,2687.0,58329.0,6900.0,11550.0,20004.0,0.5749279539,0.6084,17084.0,0.909221902,44119.0,University of Northwestern Ohio,
0.1507,750.0,,76883.0,4166.0,0.4842,19.0,0.987507436,5.76000022888183,0.1023765996,0.0907,0.0237,0.659,0.0532,0.0007,18385354000.0,14912.0,29167.0,26396.0,8950.0,76710.0,16304.0,58843.0,32369.0,0.3016061868,0.2926,19000.0,0.8488994646,84235.0,University of Notre Dame,
0.9342,,,28863.0,3655.0,0.5561,21.0,0.8578947368,7.28000020980835,0.2844585749,0.0844,0.0183,0.6941,0.0609,0.0029,1196935191.0,11521.0,15491.0,17658.0,18489.0,62294.0,13509.0,40464.0,18699.0,0.5685964912,0.319,20139.0,0.850877193,45896.0,University of Oregon,
0.0587,780.0,735.0,65330.0,16746.0,0.5495,22.0,0.6169338266,7.01000022888183,0.1876351059,0.1929,0.0402,0.6002,0.0428,0.0005,20523546000.0,19151.0,61594.0,43025.0,10644.0,78252.0,17304.0,61710.0,14851.0,0.338676531,0.1001,15715.0,0.7570900123,90173.0,University of Pennsylvania,
,,,33927.0,900.0,0.5255,21.0,0.8078335373,20.3199996948242,0.4481830417,0.0748,0.0187,0.8879,0.0,0.0,29173185.0,6540.0,10402.0,23573.0,1001.0,35782.0,8200.0,22650.0,13814.0,0.7772337821,0.7634,20679.0,0.7980416157,31739.0,University of Pikeville,
0.8119,620.0,,65498.0,444.0,0.6216,20.0,0.9392361111,6.57999992370605,0.1792792793,0.0325,0.0181,0.657,0.0361,0.0,322406000.0,9297.0,14188.0,23803.0,3565.0,67900.0,14608.0,49864.0,35683.0,0.3289930556,0.3865,21370.0,0.9305555556,67623.0,University of Portland,
1.0,600.0,,41324.0,223.0,0.6348,24.0,0.6655518395,11.2299995422363,0.4,0.0222,0.0,0.7778,0.0222,0.0444,16384829.0,6381.0,7790.0,12771.0,660.0,48623.0,9746.0,26812.0,23473.0,0.6220735786,0.3916,18750.0,0.8494983278,36755.0,University of Providence,
0.883,620.0,,60204.0,307.0,0.5745,20.0,0.8874680307,6.15000009536743,0.1231788079,0.0748,0.0327,0.7103,0.028,0.0,474232000.0,10904.0,18742.0,24622.0,1866.0,72356.0,13950.0,55670.0,23215.0,0.2941176471,0.4183,25000.0,0.9603580563,46066.0,University of Puget Sound,
0.8297,580.0,,62643.0,1415.0,0.5917,23.0,0.7195325543,9.1899995803833,0.3523459062,0.1357,0.0402,0.6834,0.0603,0.005,259218537.0,10501.0,10203.0,16487.0,2596.0,68599.0,15562.0,54066.0,20152.0,0.5075125209,0.569,26000.0,0.918196995,58890.0,University of Redlands,
0.7646,590.0,520.0,31539.0,2767.0,0.568,20.0,0.8958985054,6.90999984741211,0.2632854745,0.1271,0.0321,0.7535,0.0347,0.0026,313057096.0,9967.0,9319.0,15433.0,13850.0,72503.0,13618.0,33354.0,19925.0,0.413451512,0.487,22250.0,0.9195342371,56306.0,University of Rhode Island,
0.2877,,655.0,72285.0,724.0,0.5323,20.0,0.8933333333,4.78999996185302,0.1226295828,0.0632,0.0679,0.7775,0.0375,0.0023,3351493000.0,12349.0,23001.0,29473.0,3098.0,83716.0,13950.0,58570.0,29232.0,0.4181818182,0.3175,21000.0,0.8957575758,65044.0,University of Richmond,
,,,40869.0,18.0,0.6359,25.0,0.578342904,13.0699996948242,0.5242451967,0.0179,0.0357,0.9286,0.0,0.0,16234022.0,5912.0,5650.0,3772.0,868.0,43944.0,11166.0,20060.0,37327.0,0.742411813,0.5228,17750.0,0.8236259229,29037.0,University of Rio Grande,205203.0
0.4055,745.0,,77995.0,5471.0,0.5157,20.0,0.859384079,6.26000022888183,0.1867656153,0.1392,0.0242,0.718,0.0279,0.0027,3194900000.0,12969.0,29741.0,25532.0,6417.0,76108.0,17388.0,59378.0,31171.0,0.3707147008,0.4259,21000.0,0.9500290529,65638.0,University of Rochester,195030.0
0.7825,573.0,,52626.0,1226.0,0.7687,23.0,0.7166979362,6.5,0.4221748401,0.0565,0.0726,0.75,0.1048,0.0,45085000.0,8783.0,13104.0,22873.0,895.0,74607.0,12732.0,43084.0,25776.0,0.5365853659,0.7483,27000.0,0.9493433396,48194.0,University of Saint Joseph,130314.0
0.8094,,,43137.0,422.0,0.4994,23.0,0.7267326733,7.53999996185302,0.3571428571,0.0375,0.075,0.85,0.025,0.0,20290406.0,6188.0,8408.0,15730.0,791.0,62613.0,8585.0,31630.0,23619.0,0.5386138614,0.8617,22018.0,0.9326732673,48337.0,University of Saint Mary,155812.0
0.527,,595.0,68002.0,3339.0,0.5615,20.0,0.8856932153,6.59999990463257,0.2486231314,0.1022,0.0481,0.6754,0.1182,0.004,692916000.0,12520.0,16595.0,29522.0,5601.0,79883.0,16246.0,52864.0,28071.0,0.4115044248,0.327,22940.0,0.9122418879,63652.0,University of San Diego,122436.0
0.7092,645.0,570.0,72280.0,4065.0,0.6453,20.0,0.8678804855,6.55999994277954,0.2801204819,0.1633,0.0425,0.5459,0.1141,0.0022,581569000.0,13123.0,16235.0,29262.0,5937.0,82472.0,16140.0,53472.0,37768.0,0.5200746965,0.4443,23000.0,0.9150326797,69451.0,University of San Francisco,122612.0
